,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff,today
260,HUN,2022/01/21,$662.50K,25.0,28.55,2021/01/15 01:43,20210114,Put,662.5,353,335
261,HUN,2022/01/21,$637.50K,32.0,28.55,2021/01/15 01:43,20210114,Call,637.5,353,335
262,BABA,2021/03/19,$2.34M,230.0,243.09,2021/01/15 01:41,20210114,Put,2340.0,45,27
263,PLTR,2021/02/26,$300.00K,24.0,25.27,2021/01/15 01:40,20210114,Put,300.0,24,6
264,CWH,2021/03/19,$1.54M,23.09,32.87,2021/01/15 01:38,20210114,Call,1540.0,45,27
265,LVS,2021/03/19,$881.25K,60.0,55.24,2021/01/15 01:37,20210114,Call,881.25,45,27
266,LVS,2021/03/19,$106.25K,67.5,55.24,2021/01/15 01:37,20210114,Call,106.25,45,27
267,LVS,2021/03/19,$1.62M,57.5,55.24,2021/01/15 01:37,20210114,Call,1620.0,45,27
268,BB,2021/09/17,$376.96K,10.0,8.75,2021/01/15 01:36,20210114,Call,376.96,227,209
269,BB,2021/09/17,$669.00K,10.0,8.75,2021/01/15 01:36,20210114,Call,669.0,227,209
270,BB,2021/09/17,$3.77M,10.0,8.75,2021/01/15 01:36,20210114,Call,3770.0,227,209
271,PFE,2021/03/19,$47.98K,41.0,36.84,2021/01/15 01:34,20210114,Call,47.98,45,27
272,PFE,2021/03/19,$149.15K,37.0,36.84,2021/01/15 01:34,20210114,Call,149.15,45,27
273,PFE,2021/03/19,$71.02K,41.0,36.84,2021/01/15 01:33,20210114,Call,71.02,45,27
274,PFE,2021/03/19,$219.25K,37.0,36.84,2021/01/15 01:33,20210114,Call,219.25,45,27
275,PFE,2021/03/19,$71.91K,41.0,36.82,2021/01/15 01:33,20210114,Call,71.91,45,27
276,PFE,2021/03/19,$499.70K,37.0,36.82,2021/01/15 01:33,20210114,Call,499.7,45,27
277,PFE,2021/03/19,$165.39K,41.0,36.83,2021/01/15 01:33,20210114,Call,165.39,45,27
278,PFE,2021/03/19,$384.54K,37.0,36.82,2021/01/15 01:33,20210114,Call,384.54,45,27
279,PFE,2021/03/19,$127.28K,41.0,36.82,2021/01/15 01:33,20210114,Call,127.28,45,27
280,PFE,2021/03/19,$217.26K,37.0,36.82,2021/01/15 01:33,20210114,Call,217.26,45,27
281,BP,2022/01/21,$355.25K,25.0,25.23,2021/01/15 01:33,20210114,Call,355.25,353,335
282,GFI,2021/04/16,$107.10K,9.0,9.22,2021/01/15 01:30,20210114,Put,107.1,73,55
283,NNDM,2021/08/20,$1.04M,20.0,10.39,2021/01/15 01:23,20210114,Call,1040.0,199,181
284,X,2021/04/16,$89.17K,35.0,22.57,2021/01/15 01:21,20210114,Call,89.17,73,55
285,VIAC,2021/04/16,$750.00K,44.0,45.43,2021/01/15 01:19,20210114,Put,750.0,73,55
286,VIAC,2021/03/19,$140.00K,36.0,45.43,2021/01/15 01:19,20210114,Put,140.0,45,27
287,VIAC,2021/03/19,$168.00K,36.0,45.44,2021/01/15 01:15,20210114,Put,168.0,45,27
288,VIAC,2021/04/16,$720.00K,44.0,45.44,2021/01/15 01:15,20210114,Put,720.0,73,55
289,HLT,2021/07/16,$1.22M,125.0,112.42,2021/01/15 01:12,20210114,Call,1220.0,164,146
290,PG,2022/01/21,$1.73M,135.0,136.43,2021/01/15 01:10,20210114,Call,1730.0,353,335
291,BBBY,2021/05/21,$1.13M,27.0,26.11,2021/01/15 01:09,20210114,Call,1130.0,108,90
292,MAC,2021/03/19,$117.55K,11.0,14.47,2021/01/15 01:07,20210114,Put,117.55,45,27
293,MAC,2021/03/19,$243.95K,13.0,14.47,2021/01/15 01:07,20210114,Put,243.95,45,27
294,FCX,2021/03/19,$276.00K,28.0,31.71,2021/01/15 01:06,20210114,Put,276.0,45,27
295,KO,2022/01/21,$1000.00K,47.5,49.47,2021/01/15 01:06,20210114,Call,1000.0,353,335
296,XLRN,2021/08/20,$245.00K,80.0,124.28,2021/01/15 00:59,20210114,Put,245.0,199,181
297,SQ,2022/01/21,$2.99M,200.0,236.6,2021/01/15 00:58,20210114,Put,2990.0,353,335
298,SQ,2022/01/21,$2.50M,330.0,236.6,2021/01/15 00:58,20210114,Call,2500.0,353,335
299,MAC,2021/03/19,$386.00K,13.0,14.45,2021/01/15 00:54,20210114,Put,386.0,45,27
300,MAC,2021/03/19,$186.00K,11.0,14.45,2021/01/15 00:54,20210114,Put,186.0,45,27
301,KMI,2021/03/19,$82.50K,16.0,15.5,2021/01/15 00:52,20210114,Call,82.5,45,27
302,NKLA,2021/07/16,$334.10K,12.5,20.48,2021/01/15 00:50,20210114,Put,334.1,164,146
303,BB,2021/06/18,$180.70K,11.0,8.59,2021/01/15 00:50,20210114,Call,180.7,136,118
304,KO,2022/01/21,$390.00K,50.0,49.62,2021/01/15 00:49,20210114,Call,390.0,353,335
305,TSM,2021/03/19,$610.00K,125.0,132.08,2021/01/15 00:48,20210114,Put,610.0,45,27
306,PANW,2022/06/17,$2.10M,280.0,364.83,2021/01/15 00:47,20210114,Put,2100.0,500,482
307,STNG,2021/04/16,$53.00K,20.0,13.91,2021/01/15 00:46,20210114,Call,53.0,73,55
308,HLT,2021/07/16,$1.56M,120.0,111.95,2021/01/15 00:45,20210114,Call,1560.0,164,146
309,XOM,2021/03/19,$2.75M,55.0,49.99,2021/01/15 00:43,20210114,Call,2750.0,45,27
310,PBR,2021/02/26,$2.29M,12.0,11.43,2021/01/15 00:42,20210114,Call,2290.0,24,6
311,PBR,2021/02/26,$1.15M,13.5,11.43,2021/01/15 00:42,20210114,Call,1150.0,24,6
312,CSCO,2022/01/21,$343.75K,50.0,45.32,2021/01/15 00:42,20210114,Call,343.75,353,335
313,VIAC,2021/04/16,$1.13M,44.0,44.56,2021/01/15 00:42,20210114,Put,1130.0,73,55
314,VIAC,2021/03/19,$232.52K,36.0,44.56,2021/01/15 00:42,20210114,Put,232.52,45,27
315,VIAC,2021/06/18,$328.23K,40.0,44.55,2021/01/15 00:41,20210114,Put,328.23,136,118
316,ERIC,2021/04/16,$440.17K,12.0,11.87,2021/01/15 00:40,20210114,Put,440.17,73,55
317,ERIC,2021/04/16,$362.77K,12.0,11.87,2021/01/15 00:38,20210114,Call,362.77,73,55
318,ERIC,2021/04/16,$261.20K,11.0,11.87,2021/01/15 00:36,20210114,Put,261.2,73,55
319,SCHW,2022/01/21,$2.96M,55.0,59.37,2021/01/15 00:34,20210114,Call,2960.0,353,335
320,VIAC,2021/03/19,$234.00K,36.0,44.61,2021/01/15 00:33,20210114,Put,234.0,45,27
321,VIAC,2021/04/16,$1.13M,44.0,44.61,2021/01/15 00:33,20210114,Put,1130.0,73,55
322,CCL,2021/04/16,$664.98K,17.5,21.35,2021/01/15 00:33,20210114,Put,664.98,73,55
323,FANG,2021/03/19,$1.44M,50.0,62.9,2021/01/15 00:30,20210114,Call,1440.0,45,27
324,KBH,2022/01/21,$162.00K,20.0,35.64,2021/01/15 00:26,20210114,Put,162.0,353,335
325,ITUB,2022/01/21,$30.00K,3.0,6.25,2021/01/15 00:26,20210114,Put,30.0,353,335
326,ITUB,2022/01/21,$960.00K,7.0,6.25,2021/01/15 00:26,20210114,Put,960.0,353,335
327,REV,2021/05/21,$115.00K,15.0,10.74,2021/01/15 00:25,20210114,Call,115.0,108,90
328,XOM,2021/03/19,$87.49K,57.5,49.96,2021/01/15 00:25,20210114,Call,87.49,45,27
329,MT,2021/06/18,$358.51K,35.0,24.53,2021/01/15 00:24,20210114,Call,358.51,136,118
330,MT,2021/06/18,$690.46K,30.0,24.53,2021/01/15 00:24,20210114,Call,690.46,136,118
331,TD,2021/03/19,$169.56K,60.0,59.52,2021/01/15 00:24,20210114,Call,169.56,45,27
332,VIAC,2021/04/16,$833.89K,44.0,44.76,2021/01/15 00:22,20210114,Put,833.89,73,55
333,MAC,2021/03/19,$2.89M,15.0,14.44,2021/01/15 00:21,20210114,Put,2890.0,45,27
334,CMCSA,2021/04/16,$234.00K,45.0,49.9,2021/01/15 00:19,20210114,Put,234.0,73,55
335,CMCSA,2021/04/16,$44.00K,60.0,49.9,2021/01/15 00:19,20210114,Call,44.0,73,55
336,VIAC,2021/04/16,$905.53K,44.0,44.54,2021/01/15 00:16,20210114,Put,905.53,73,55
337,RIO,2021/03/19,$646.66K,72.5,84.05,2021/01/15 00:15,20210114,Put,646.66,45,27
338,MAC,2021/03/19,$339.70K,15.0,14.66,2021/01/15 00:14,20210114,Put,339.7,45,27
339,CLOV,2021/05/21,$448.95K,12.5,13.91,2021/01/15 00:14,20210114,Call,448.95,108,90
340,COP,2021/02/26,$202.73K,49.0,47.19,2021/01/15 00:12,20210114,Call,202.73,24,6
341,HAIN,2021/08/20,$1.61M,45.0,39.94,2021/01/15 00:11,20210114,Call,1610.0,199,181
342,HAIN,2021/08/20,$182.00K,60.0,39.94,2021/01/15 00:11,20210114,Call,182.0,199,181
343,BBBY,2021/03/19,$378.87K,26.0,25.9,2021/01/15 00:11,20210114,Put,378.87,45,27
344,BBBY,2021/03/19,$400.04K,26.0,25.96,2021/01/15 00:11,20210114,Put,400.04,45,27
345,TJX,2021/04/16,$2.10M,52.5,68.36,2021/01/15 00:11,20210114,Call,2100.0,73,55
346,TJX,2022/01/21,$1.66M,60.0,68.36,2021/01/15 00:11,20210114,Call,1660.0,353,335
347,BBBY,2021/03/19,$396.06K,26.0,26.06,2021/01/15 00:10,20210114,Put,396.06,45,27
348,ERIC,2021/04/16,$365.48K,12.0,11.85,2021/01/15 00:10,20210114,Call,365.48,73,55
349,BBBY,2021/03/19,$1.08M,26.0,26.07,2021/01/15 00:10,20210114,Put,1080.0,45,27
350,XOM,2021/06/18,$297.50K,55.0,49.78,2021/01/15 00:09,20210114,Call,297.5,136,118
351,XOM,2021/06/18,$365.00K,45.0,49.78,2021/01/15 00:09,20210114,Put,365.0,136,118
352,CVS,2023/01/20,$3.87M,80.0,74.93,2021/01/15 00:07,20210114,Call,3870.0,717,699
353,SKT,2021/03/19,$154.44K,10.0,13.41,2021/01/15 00:06,20210114,Put,154.44,45,27
354,SKT,2021/03/19,$438.27K,12.0,13.41,2021/01/15 00:06,20210114,Put,438.27,45,27
355,CSCO,2022/01/21,$700.00K,50.0,45.42,2021/01/15 00:04,20210114,Call,700.0,353,335
356,CSCO,2022/01/21,$1.40M,50.0,45.42,2021/01/15 00:04,20210114,Call,1400.0,353,335
357,KGC,2021/08/20,$103.00K,7.0,7.2,2021/01/15 00:04,20210114,Put,103.0,199,181
358,GM,2023/01/20,$3.87M,65.0,51.26,2021/01/15 00:03,20210114,Call,3870.0,717,699
359,ACIA,2021/11/19,$112.40K,65.0,113.97,2021/01/15 00:01,20210114,Put,112.4,290,272
360,SLCA,2021/06/18,$90.54K,15.0,9.42,2021/01/15 00:00,20210114,Call,90.54,136,118
361,RBA,2021/03/19,$735.02K,65.0,62.92,2021/01/14 23:51,20210114,Call,735.02,45,27
362,HEXO,2021/05/21,$121.88K,2.0,7.2,2021/01/14 23:51,20210114,Call,121.88,108,90
363,SYF,2021/03/19,$525.00K,37.0,38.44,2021/01/14 23:45,20210114,Put,525.0,45,27
364,UUUU,2021/04/16,$85.00K,4.0,4.2,2021/01/14 23:43,20210114,Put,85.0,73,55
365,UBER,2021/03/19,$5.85M,60.0,59.22,2021/01/14 23:40,20210114,Put,5850.0,45,27
366,UBER,2021/03/19,$5.11M,60.0,59.22,2021/01/14 23:40,20210114,Call,5110.0,45,27
367,SYF,2022/01/21,$465.00K,42.0,38.61,2021/01/14 23:36,20210114,Call,465.0,353,335
368,SU,2021/06/18,$30.00K,10.0,18.75,2021/01/14 23:36,20210114,Put,30.0,136,118
369,LAC,2021/08/20,$819.77K,25.0,22.23,2021/01/14 23:32,20210114,Call,819.77,199,181
370,OXY,2021/08/20,$786.81K,22.0,24.2,2021/01/14 23:30,20210114,Call,786.81,199,181
371,YUM,2022/01/21,$836.00K,115.0,109.21,2021/01/14 23:29,20210114,Call,836.0,353,335
372,IDEX,2023/01/20,$410.00K,7.0,3.02,2021/01/14 23:28,20210114,Call,410.0,717,699
373,IRDM,2021/07/16,$292.50K,60.0,46.46,2021/01/14 23:26,20210114,Call,292.5,164,146
374,OMER,2022/01/21,$1000.00K,17.0,17.51,2021/01/14 23:26,20210114,Call,1000.0,353,335
375,BLNK,2023/01/20,$6.30M,80.0,49.93,2021/01/14 23:25,20210114,Call,6300.0,717,699
376,FCEL,2023/01/20,$1000.00K,30.0,17.71,2021/01/14 23:24,20210114,Call,1000.0,717,699
377,RIG,2022/01/21,$129.94K,2.0,3.43,2021/01/14 23:24,20210114,Put,129.94,353,335
378,AAL,2021/06/18,$49.00K,10.0,16.23,2021/01/14 23:18,20210114,Put,49.0,136,118
379,JD,2021/03/19,$747.93K,92.5,90.86,2021/01/14 23:17,20210114,Call,747.93,45,27
380,VTRS,2021/02/26,$141.00K,15.0,17.37,2021/01/14 23:17,20210114,Put,141.0,24,6
381,JPM,2021/03/19,$985.01K,155.0,142.46,2021/01/14 23:17,20210114,Call,985.01,45,27
382,ZI,2021/04/16,$750.00K,40.0,46.37,2021/01/14 23:12,20210114,Put,750.0,73,55
383,JNJ,2021/03/19,$2.33M,165.0,160.54,2021/01/14 23:12,20210114,Call,2330.0,45,27
384,PFE,2021/06/18,$216.09K,42.0,36.65,2021/01/14 23:12,20210114,Call,216.09,136,118
385,LVS,2021/03/19,$832.68K,60.0,55.46,2021/01/14 23:10,20210114,Call,832.68,45,27
386,LVS,2021/03/19,$113.40K,75.0,55.46,2021/01/14 23:10,20210114,Call,113.4,45,27
387,CDE,2021/06/18,$111.55K,16.0,9.17,2021/01/14 23:06,20210114,Call,111.55,136,118
388,NTR,2021/06/18,$190.05K,65.0,53.32,2021/01/14 23:06,20210114,Call,190.05,136,118
389,SOL,2021/07/16,$2.37M,30.0,22.65,2021/01/14 23:05,20210114,Call,2370.0,164,146
390,SOL,2021/07/16,$3.49M,7.5,22.65,2021/01/14 23:05,20210114,Call,3490.0,164,146
391,JWN,2021/04/16,$191.80K,50.0,35.89,2021/01/14 23:04,20210114,Call,191.8,73,55
392,SPCE,2022/01/21,$3.12M,50.0,32.09,2021/01/14 23:02,20210114,Call,3120.0,353,335
393,TSM,2021/07/16,$420.60K,180.0,130.56,2021/01/14 23:00,20210114,Call,420.6,164,146
394,PRTY,2021/04/16,$930.00K,5.0,7.61,2021/01/14 23:00,20210114,Call,930.0,73,55
395,PLUG,2023/01/20,$3.85M,90.0,65.78,2021/01/14 22:59,20210114,Call,3850.0,717,699
396,NOK,2021/04/16,$76.17K,4.0,4.19,2021/01/14 22:59,20210114,Call,76.17,73,55
397,FCEL,2022/01/21,$833.00K,25.0,17.24,2021/01/14 22:59,20210114,Call,833.0,353,335
398,NOK,2021/04/16,$118.73K,4.0,4.19,2021/01/14 22:59,20210114,Call,118.73,73,55
399,NOK,2023/01/20,$301.18K,4.0,4.19,2021/01/14 22:56,20210114,Call,301.18,717,699
400,NOK,2023/01/20,$244.42K,4.0,4.19,2021/01/14 22:56,20210114,Call,244.42,717,699
401,GM,2021/06/18,$2.16M,50.0,50.32,2021/01/14 22:53,20210114,Call,2160.0,136,118
402,GM,2021/06/18,$618.00K,50.0,50.32,2021/01/14 22:53,20210114,Call,618.0,136,118
403,GM,2021/06/18,$675.00K,60.0,50.32,2021/01/14 22:53,20210114,Call,675.0,136,118
404,RDS/A,2021/04/16,$153.86K,45.0,40.95,2021/01/14 22:52,20210114,Call,153.86,73,55
405,NIO,2022/12/16,$3.43M,100.0,61.74,2021/01/14 22:46,20210114,Call,3430.0,682,664
406,GE,2021/03/19,$22.50K,15.0,11.67,2021/01/14 22:46,20210114,Call,22.5,45,27
407,NIO,2022/12/16,$3.18M,100.0,61.57,2021/01/14 22:46,20210114,Call,3180.0,682,664
408,GE,2021/03/19,$23.85K,15.0,11.65,2021/01/14 22:44,20210114,Call,23.85,45,27
409,SNDL,2021/07/16,$47.35K,1.0,0.68,2021/01/14 22:41,20210114,Call,47.35,164,146
410,NOK,2023/01/20,$219.88K,4.0,4.25,2021/01/14 22:41,20210114,Call,219.88,717,699
411,SNDL,2021/07/16,$47.43K,0.5,0.68,2021/01/14 22:41,20210114,Call,47.43,164,146
412,NOK,2023/01/20,$115.00K,4.0,4.25,2021/01/14 22:41,20210114,Call,115.0,717,699
413,FCEL,2023/01/20,$1.03M,30.0,17.87,2021/01/14 22:41,20210114,Call,1030.0,717,699
414,BP,2023/01/20,$1.07M,30.0,25.09,2021/01/14 22:40,20210114,Call,1070.0,717,699
415,CLF,2021/04/16,$316.03K,20.0,18.15,2021/01/14 22:40,20210114,Call,316.03,73,55
416,GOGO,2021/03/19,$105.00K,14.0,12.49,2021/01/14 22:39,20210114,Call,105.0,45,27
417,VALE,2021/06/18,$423.88K,19.0,18.53,2021/01/14 22:37,20210114,Call,423.88,136,118
418,TLRY,2021/03/19,$1.17M,15.0,16.13,2021/01/14 22:36,20210114,Call,1170.0,45,27
419,NCLH,2021/02/26,$267.21K,29.0,25.63,2021/01/14 22:36,20210114,Call,267.21,24,6
420,FCEL,2022/01/21,$1.46M,4.0,17.75,2021/01/14 22:36,20210114,Call,1460.0,353,335
421,GE,2021/06/18,$175.65K,13.0,11.66,2021/01/14 22:36,20210114,Call,175.65,136,118
422,NOK,2023/01/20,$165.00K,4.0,4.19,2021/01/14 22:34,20210114,Call,165.0,717,699
423,NOK,2023/01/20,$110.00K,4.0,4.18,2021/01/14 22:34,20210114,Call,110.0,717,699
424,NOK,2023/01/20,$230.20K,4.0,4.18,2021/01/14 22:34,20210114,Call,230.2,717,699
425,DD,2021/03/19,$96.12K,95.0,82.46,2021/01/14 22:34,20210114,Call,96.12,45,27
426,NOK,2023/01/20,$104.00K,4.0,4.17,2021/01/14 22:32,20210114,Call,104.0,717,699
427,PXD,2021/03/19,$1.40M,130.0,128.25,2021/01/16 04:28,20210115,Call,1400.0,45,27
428,PXD,2021/03/19,$840.00K,140.0,128.25,2021/01/16 04:28,20210115,Call,840.0,45,27
429,UAL,2021/03/19,$1.22M,45.0,44.11,2021/01/16 04:25,20210115,Call,1220.0,45,27
430,DBX,2021/07/16,$401.97K,28.0,22.17,2021/01/16 04:24,20210115,Call,401.97,164,146
431,NOK,2021/04/16,$335.38K,2.0,4.13,2021/01/16 04:17,20210115,Call,335.38,73,55
432,X,2023/01/20,$275.00K,5.0,20.93,2021/01/16 04:15,20210115,Put,275.0,717,699
433,NYMT,2022/01/21,$98.70K,3.0,3.72,2021/01/16 04:12,20210115,Put,98.7,353,335
434,XOM,2021/03/19,$727.20K,50.0,48.14,2021/01/16 04:12,20210115,Call,727.2,45,27
435,NYMT,2022/01/21,$103.83K,3.0,3.71,2021/01/16 04:09,20210115,Put,103.83,353,335
436,CSCO,2021/06/18,$945.00K,45.0,45.46,2021/01/16 04:07,20210115,Put,945.0,136,118
437,SNAP,2021/03/19,$405.00K,60.0,50.01,2021/01/16 04:03,20210115,Call,405.0,45,27
438,NYMT,2022/01/21,$125.00K,3.0,3.71,2021/01/16 04:03,20210115,Put,125.0,353,335
439,NYMT,2022/01/21,$117.75K,3.0,3.7,2021/01/16 04:02,20210115,Put,117.75,353,335
440,PFE,2021/06/18,$445.00K,38.0,36.69,2021/01/16 04:02,20210115,Call,445.0,136,118
441,CAR,2021/03/19,$1.36M,40.0,39.48,2021/01/16 04:00,20210115,Put,1360.0,45,27
442,CAR,2021/03/19,$1.20M,40.0,39.48,2021/01/16 04:00,20210115,Call,1200.0,45,27
443,THC,2022/01/21,$100.00K,8.0,47.48,2021/01/16 04:00,20210115,Put,100.0,353,335
444,PSTH,2021/12/17,$1.12M,40.0,29.29,2021/01/16 03:57,20210115,Call,1120.0,318,300
445,CCJ,2021/06/18,$402.00K,12.0,12.99,2021/01/16 03:55,20210115,Put,402.0,136,118
446,DBX,2021/07/16,$273.99K,28.0,22.06,2021/01/16 03:54,20210115,Call,273.99,164,146
447,LVS,2021/03/19,$136.50K,65.0,53.98,2021/01/16 03:49,20210115,Call,136.5,45,27
448,LVS,2021/03/19,$357.00K,50.0,53.99,2021/01/16 03:49,20210115,Put,357.0,45,27
449,OXY,2021/03/19,$735.00K,22.0,22.73,2021/01/16 03:25,20210115,Call,735.0,45,27
450,OXY,2021/03/19,$555.00K,22.0,22.73,2021/01/16 03:25,20210115,Put,555.0,45,27
451,VALE,2023/01/20,$273.70K,35.0,17.81,2021/01/16 03:25,20210115,Call,273.7,717,699
452,ZM,2021/05/21,$32.31M,280.0,391.67,2021/01/16 03:07,20210115,Call,32310.000000000004,108,90
453,GSAT,2021/07/16,$62.73K,2.0,0.89,2021/01/16 03:04,20210115,Call,62.73,164,146
454,ACB,2021/03/19,$30.62K,6.0,12.14,2021/01/16 03:00,20210115,Put,30.62,45,27
455,RTX,2022/01/21,$3.08M,75.0,69.46,2021/01/16 02:52,20210115,Call,3080.0,353,335
456,SFM,2021/06/18,$211.15K,21.0,20.77,2021/01/16 02:36,20210115,Put,211.15,136,118
457,FE,2021/04/16,$216.00K,33.0,31.37,2021/01/16 02:35,20210115,Call,216.0,73,55
458,VALE,2023/01/20,$173.51K,35.0,17.89,2021/01/16 02:29,20210115,Call,173.51,717,699
459,VALE,2023/01/20,$136.73K,35.0,17.91,2021/01/16 02:24,20210115,Call,136.73,717,699
460,SFM,2021/03/19,$145.00K,21.0,20.82,2021/01/16 02:15,20210115,Put,145.0,45,27
461,XPEV,2021/07/16,$183.27K,25.0,47.97,2021/01/16 02:13,20210115,Put,183.27,164,146
462,LI,2021/09/17,$1.74M,32.0,32.82,2021/01/16 02:12,20210115,Put,1740.0,227,209
463,NIO,2021/08/20,$532.50K,30.0,57.01,2021/01/16 02:10,20210115,Put,532.5,199,181
464,BHC,2022/01/21,$2.65M,20.0,26.1,2021/01/16 02:05,20210115,Call,2650.0,353,335
465,VALE,2021/04/16,$480.00K,20.0,17.92,2021/01/16 02:02,20210115,Call,480.0,73,55
466,EVH,2022/01/21,$950.40K,10.0,18.05,2021/01/16 02:01,20210115,Call,950.4,353,335
467,SNAP,2021/03/19,$719.96K,45.0,49.84,2021/01/16 01:59,20210115,Put,719.96,45,27
468,LVS,2021/03/19,$424.89K,55.0,54.72,2021/01/16 01:56,20210115,Call,424.89,45,27
469,IQ,2022/01/21,$148.41K,7.5,19.6,2021/01/16 01:55,20210115,Put,148.41,353,335
470,FSLR,2021/06/18,$880.00K,90.0,98.36,2021/01/16 01:55,20210115,Put,880.0,136,118
471,FSLR,2021/09/17,$910.00K,85.0,98.28,2021/01/16 01:55,20210115,Put,910.0,227,209
472,LVS,2021/03/19,$606.89K,55.0,54.67,2021/01/16 01:54,20210115,Call,606.89,45,27
473,EMR,2021/06/18,$555.00K,75.0,82.81,2021/01/16 01:51,20210115,Put,555.0,136,118
474,LVS,2021/03/19,$40.50K,75.0,54.31,2021/01/16 01:49,20210115,Call,40.5,45,27
475,LVS,2021/03/19,$312.00K,60.0,54.31,2021/01/16 01:49,20210115,Call,312.0,45,27
476,LVS,2021/03/19,$337.50K,50.0,54.31,2021/01/16 01:49,20210115,Put,337.5,45,27
477,VALE,2023/01/20,$585.00K,35.0,17.9,2021/01/16 01:48,20210115,Call,585.0,717,699
478,WDC,2021/03/19,$1.74M,50.0,50.96,2021/01/16 01:45,20210115,Call,1740.0,45,27
479,WDC,2021/03/19,$1.39M,50.0,50.96,2021/01/16 01:45,20210115,Put,1390.0,45,27
480,FCEL,2023/01/20,$830.00K,35.0,15.91,2021/01/16 01:44,20210115,Call,830.0,717,699
481,BMY,2021/03/19,$150.80K,62.5,66.75,2021/01/16 01:42,20210115,Put,150.8,45,27
482,ABR,2023/01/20,$150.00K,10.0,14.4,2021/01/16 01:40,20210115,Put,150.0,717,699
483,SNAP,2021/03/19,$514.63K,45.0,49.69,2021/01/16 01:38,20210115,Put,514.63,45,27
484,HGEN,2021/05/21,$518.00K,30.0,17.85,2021/01/16 01:37,20210115,Call,518.0,108,90
485,HGEN,2021/05/21,$1.06M,22.5,17.85,2021/01/16 01:37,20210115,Call,1060.0,108,90
486,DIS,2021/03/19,$524.00K,150.0,171.42,2021/01/16 01:35,20210115,Put,524.0,45,27
487,NIO,2022/01/21,$1.35M,45.0,57.29,2021/01/16 01:32,20210115,Put,1350.0,353,335
488,NIO,2022/01/21,$590.00K,30.0,57.29,2021/01/16 01:32,20210115,Put,590.0,353,335
489,KGC,2021/05/21,$82.00K,7.0,7.09,2021/01/16 01:32,20210115,Put,82.0,108,90
490,FCEL,2022/01/21,$1.81M,4.0,15.76,2021/01/16 01:31,20210115,Call,1810.0,353,335
491,AMC,2022/01/21,$137.19K,5.5,2.43,2021/01/16 01:26,20210115,Call,137.19,353,335
492,AXL,2022/01/21,$162.50K,3.0,8.8,2021/01/16 01:26,20210115,Put,162.5,353,335
493,LBTYA,2021/07/16,$219.03K,22.5,24.64,2021/01/16 01:23,20210115,Put,219.03,164,146
494,AGO,2021/07/16,$526.05K,45.0,38.72,2021/01/16 01:20,20210115,Call,526.05,164,146
495,WMT,2021/03/19,$962.50K,155.0,145.83,2021/01/16 01:20,20210115,Call,962.5,45,27
496,WMT,2021/03/19,$798.00K,135.0,145.83,2021/01/16 01:20,20210115,Put,798.0,45,27
497,CCL,2021/04/16,$178.73K,17.5,20.95,2021/01/16 01:19,20210115,Put,178.73,73,55
498,KO,2021/06/18,$171.00K,45.0,48.79,2021/01/16 01:18,20210115,Put,171.0,136,118
499,SENS,2021/04/16,$49.96K,3.0,1.69,2021/01/16 01:14,20210115,Call,49.96,73,55
500,SENS,2021/03/19,$68.69K,2.0,1.69,2021/01/16 01:13,20210115,Call,68.69,45,27
501,NIU,2021/03/19,$482.24K,35.0,38.02,2021/01/16 01:12,20210115,Put,482.24,45,27
502,SLG,2021/08/20,$510.00K,70.0,61.71,2021/01/16 01:10,20210115,Call,510.0,199,181
503,RIG,2022/01/21,$155.00K,3.0,3.27,2021/01/16 01:10,20210115,Call,155.0,353,335
504,AKAM,2021/03/19,$336.17K,95.0,106.22,2021/01/16 01:09,20210115,Put,336.17,45,27
505,JNJ,2021/03/19,$350.00K,175.0,160.98,2021/01/16 01:08,20210115,Call,350.0,45,27
506,SE,2021/05/21,$2.24M,210.0,227.48,2021/01/16 01:07,20210115,Put,2240.0,108,90
507,VALE,2021/04/16,$1.53M,20.0,17.94,2021/01/16 01:03,20210115,Put,1530.0,73,55
508,RCII,2021/03/19,$260.00K,40.0,47.22,2021/01/16 00:57,20210115,Put,260.0,45,27
509,RCII,2021/03/19,$550.00K,50.0,47.22,2021/01/16 00:57,20210115,Call,550.0,45,27
510,RCII,2021/03/19,$110.00K,60.0,47.22,2021/01/16 00:57,20210115,Call,110.0,45,27
511,DIS,2021/03/19,$1.47M,190.0,170.29,2021/01/16 00:54,20210115,Call,1470.0,45,27
512,DIS,2021/03/19,$1.64M,155.0,170.29,2021/01/16 00:54,20210115,Put,1640.0,45,27
513,CLF,2021/03/19,$48.69K,25.0,16.84,2021/01/16 00:51,20210115,Call,48.69,45,27
514,XOM,2023/01/20,$435.82K,30.0,48.45,2021/01/16 00:48,20210115,Put,435.82,717,699
515,BWA,2021/03/19,$784.55K,37.5,38.29,2021/01/16 00:46,20210115,Call,784.55,45,27
516,MRK,2021/04/16,$447.89K,87.5,82.99,2021/01/16 00:45,20210115,Call,447.89,73,55
517,DISH,2022/01/21,$199.50K,10.0,33.1,2021/01/16 00:41,20210115,Put,199.5,353,335
518,BABA,2021/03/19,$4.68M,250.0,245.53,2021/01/16 00:37,20210115,Put,4680.0,45,27
519,BABA,2021/03/19,$3.66M,250.0,245.53,2021/01/16 00:37,20210115,Call,3660.0,45,27
520,GM,2021/03/19,$637.50K,50.0,50.42,2021/01/16 00:30,20210115,Put,637.5,45,27
